"TEAM NAMES","Series Number","Filename","Name","Description","Gender","attributes","UUID","SHA"
"","322","kamau-the-sleeper","kamau the sleeper","closed eyes meditating","Male","hair: blad eyes: closed teeth:  noneskin: brownskin clothing: black ankara accessories: none expression: flat strength: open to suggestion weakness: always sleepy","20330f5c-40c2-4f6a-b9d8-d1d04fb97daf","d9e886e16b7f22ed855acc35af68f422473739090d4ce30df3603182b5ae3bd9"
"","323","mutiso-the-lastborn","mutiso the lastborn","masked up mutiso dozing off","Male","hair:bald eyes: closed teeth: none skin: brownskin clothing: yellow ankara accessories: none  expression: tired strength: consistency weakness: pessismist","0706c338-42eb-4d26-84ea-c24b39628200","41af1ff9e2fda92533a9d1ed8520fa92beb82c2d2dcbe66ee8f803eb33a8859f"
"","324","omondi-the-vegeterian","omondi the vegeterian","omondi wears a green coat","Male","hair:bald eyes: sharp eyed teeth: none skin: brownskin clothing: green ankara accessories: none expression: alert strength: leader weakness: anxious","bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3","747c64719df7beb266e8a3aa1d2c66082f078098c469126ced7f78597be3e89f"
"","325","barasa-the-optimist","barasa the optimist","looks up to the sky and makes a wish","Male","hair: bald eyes: blue teeth: none skin: dark skin clothing: brown ankara accessories:none expression: awake strength: strong willed weakness: immoral","2da4bef4-38cc-4414-99ad-7361fac04b2b","58464672e488923d817ada9abd04f2cd2d9081d42661a98bd823458289a52fea"
"","326","mwembu-the-elder","mwembu the elder","old but not so old, with yellow his favorite color","Male","hair: bald eyes: black teeth: none skin: dark skin clothing: dark ankara accessories: none  expression: plain strength: fulfilled weakness: angry","36181230-6ac9-417f-af5c-23bdd2c25ecb","9ec487e87d1b5a4a06ce6d99957a8d32102fcf26c5e07d193fc5131fe2a12342"
"","327","mbogi-the-fighter","mbogi the fighter","masked up mbogi after capture","Male","hair: baldeyes:  blackteeth: noneskin: darkskin clothing: onesideankara accessories: noneexpression: willfull strength: fighter  weakness: rebellious","3a7bc3c4-1463-42ce-84c9-07337da64435","e55120355d36c5bf04d1ffffd2c0bacb6a321e41d12d3a33d7f79ec57c99ddcd"
"","328","mrosho-the-runner","mrosho the runner","masked up mrosho","Male","hair: bald eyes: sea blue teeth: none skin: darkskin clothing: purple ankara accessories: none expression: alert  strength: visionary  weakness: destructive","b2ca2c76-3b6d-43f1-8cc9-089b6ab83876","495405672b6bedddfaa0b6dcb58094d1fbd7590ffc8b916abbac504d0783efaa"
"","329","milele-the-african","milele the african","milele with a nice african print in orange","Male","hair: bald eyes: blue teeth: none skin: dark skin clothing: orange ankara accessories: none expression: timid strength: leader weakness: failure","644b0259-d75c-456d-934c-ce7c052bad3a","563e8c084aa6076205dd0979e0fc383638ac8feda00835f91a8ccfeaea4a8947"
"","330","olebon-the-oloibon","olebon the oloibon","olebon in customized buba sokoto","Male","hair: bald eyes: closed teeth: none skin: darkskin clothing: animal print accessories: none expression: surprised strength: empathy   weakness: easily bored","de261efe-731d-461e-b2e4-42edd2f48f72","034384e008e6e629b0755f839613947271b7ed989a43f1e515ab27c15512323e"
"","331","chifu-the-maasai","chifu the maasai","clothing inspired by maasai shuka","Male","hair: bald eyes: closed teeth: none skin: none clothing: ankara shirt accessories: none expression: visionary strength:  authentic weakness: selfish","239933c4-7177-4b5b-86e8-e6f952301344","03c7700511e33163278784f0411ee8ea9004b99c811c9ea870c646eb90882b8c"
"","332","mwangaa-the-voice","mwangaa the voice","mwangaa the chief","Male","hair:  bald eyes: blue teeth: none skin: darkskin clothing: white lined ankara accessories: none expression: kindness strength:  brave weakness: impatient","49179b62-812d-4d0f-b518-4af7fa79f8bc","e5d2634b73a7237059ea93fa2aa32591a59a8210af397f585c6e4cc548941e84"
"","333","waforte-the-first","waforte the first","masked up man who does sleep a lot","Male","hair: bald eyes: closedteeth:none skin: darkskin clothing: jean ankara accessories: none expression: shy strength:  weakness: selfish","871912a8-d96e-4594-b7b3-450d94ee6924","7fae0ae3b821b2923d948d8f89d1045291b8c1f1debdab83358cf2519678d2a1"
"","334","kariuki-the-prayerful-one","kariuki the prayerful one","kariuki closes his eyes","Male","hair: bald eyes: closed eyes teeth: skin: clothing: accessories: expression: bored strength: intelligent  weakness: passive","6a5b6fa6-0f91-4b01-957f-c766945eb704","37370f32c807387d38bd2119509ffe9ac46a99a8dcfc31537f5a35bee5c49638"
"","335","kenyanese-the-priest","kenyanese the priest","masked up man with with white cloth","Male","hair: bald eyes: white teeth: none skin: darkskin clothing: white jean shirt accessories: none expression: calculative strength: kind weakness: takes things personally","0706c338-42eb-4d26-84ea-c24b39628200","22c7e78cfd0d469f9058a8d8930030ac95fab82267a2d8836ed36f6965d99466"
"","336","nyimbo-the-singer","nyimbo the singer","glasses and a pot for the night","Female","hair:dreadlocks eyes: glassed up teeth:none skin: brownskin clothing: off shoulder ankara accessories: a pot expression: free spirited strength: fair weakness: impatient","d05af807-b3e9-4ad3-8df1-b7864d2daa33","6cbd21e7711062eb7cf0673c875bb22d890df62eee4543f98ab855e95a2da6a2"
"","337","maathai-the-nobel-winner","maathai the nobel winner","mathaai the warrior","Female","hair: pink afro eyes: glassed up teeth: none skin: brownskin clothing: colored ankara accessories: noneexpression: strict strength: leadership  weakness:short sighted","0871cb8c-8d56-445d-92c7-01793f327707","8671e7847ce7f873bd058441be36eefec3176d7fa9f2900d653b645983a04a77"
"","338","tish-the-angry-one","tish the angry one","angry tish with specs on","Female","hair: black huge afro eyes:  none teeth: broken teeth skin: brownskin clothing: offshoulder ankara accessories: none expression: disgusted strength: blunt weakness:greedy","750a89dc-44ff-43bf-8211-b7776f1b5e52","e70ef2bdcad567f7a47aead9d1e815673e78cc5a2849dacef14036ad1eaa3b84"
"","339","wamenza-the-winner","wamenza the winner","wamenza the leader","Female","hair: laid back eyes: none teeth: none skin: brownskin clothing: offshoulder ankara accessories: noneexpression: meditative strength: strict weakness: impulsive","7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8","06317200e7e9f4cfc6b696d6a78e572f6ad7e1a4d3646ea8e153ee2ab742dc85"
"","340","isaya-the-track-king","isaya the track king","isaya the traveller","Male","hair: none eyes: glassed up teeth: none skin: brown skin clothing: bright ankara accessories: none expression: taken aback strength: straight forward weakness: selfish","41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba","90f4e84033248c99831c6485516a37e69c5fa69f98cd5e650fcf539e18abf11c"
"TEAM RULER","341","mansur-the-partyrider","mansur the partyrider","Mansur is the life of a party and never caught dulling.","Male","hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine;","78db0f29-3936-4d9c-bb90-3dbf20dba2dd","eb0bf4a36f58d614230bcc300ec9ca022f9b926d8eafb40b70cad0e6a7e8f404"
"","342","tola-the-businessman","tola the businessman","Tola loves business and owns several shops in idumota.","Female","hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love;","1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819","f390f20c14959a1c3e7b44cf1bcf067dba3eb56ff3495e14fdfa67cf43cc08d5"
"","343","abdullahi-the-honorable","abdullahi the honorable","Popularly called ""buje budanu"" a godfather who lavishes money on young thugs.","Male","hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision;","dd708276-445f-4483-8357-fc08e999328f","a8001546a3cabf8a6bdfa0ffb63073b8356c8044adfd0100e056b3d6f647b14b"
"","344","ojukwu-the-badguy","ojukwu the badguy","Ojukwu likes to oppress and cause trouble.","Male","hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power;","76c1eabf-15ea-446a-8426-472982c4d800","e96aef2d7fe9099e9a9b619e18d45a4df20c89c2940da710cfc7e2c6c71ca9b6"
"","345","odunsi-the-egbonadugbo","odunsi the egbonadugbo","Odunsi loves to advise and people in the community rely on him.","Male","hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed;","2912ab8b-5875-4277-a5c2-a0209aee90ae","23d1da61b51467590e23233136a878c0b04f398cf648793ccbee6ff541f90c99"
"","346","ogogo-the-sugardaddy","ogogo the sugardaddy","A rich oil magnate who loves to 'solve' young women's problems with his millions.","Male","hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless;","aa575f30-04ad-45f9-a798-199465117793","c7c733adeb917a672e7e8bc14f793a7435e9c9ab43f92f77a8dd3df3576fb07c"
"","347","suli-the-amalaseller","suli the amalaseller","Suli sells amala with respect and people say that's the secret to her sweet food.","Female","hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional;","46fd4821-04dd-4f65-9290-c130a00c4c93","3b317ea7e2041e4cbaf372d7a2c328f84ff66f3170ce27c2b8e1c5e1cc2d6863"
"","348","dolapo-the-afrocentric","dolapo the afrocentric","Dolapo loves african prints and loves to showcase culture.","Female","hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful;","cbab232b-5c62-4df8-867b-018a2e496cd4","4fb0ed39159e77efca1ce07c256b94a099a559ec3fb6c8a94e4ac9b178eac164"
"","349","danjuma-the-saddist","danjuma-the-saddist","Danjuma is a grumpy man no one likes to associate with him.","Male","hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring;","5a42af57-186e-425b-b6b1-f72bda4911ef","6c3e72ee7bb48d661e1ab896dc66e00a51a43a8ef39caa7f288ad7593ed3c3fe"
"","350","chinedu-the-farmer","chinedu the farmer","A hardworking farmer who has 6 boys who help out on the farm.","Male","hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily;","9e8a55d7-0d8d-465d-a628-08ddd387a2c6","53e8d46b55710ade89c7159f5438e12fbc61f283d2894a89403bad66d0832a18"
"","351","kola-the-baldguy","kola the baldguy","Kola is every girls dream man because of his hair style.","Male","hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish;","c32f1757-da9c-49e8-bd79-510a42b6971a","371b0c1b550de79a01a4275226334be6c7b815831c588d5b5154693a097ba36e"
"","352","bola-the-bosslady","bola the bosslady","Bola commands boys and chill with men.","Female","hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly;","09ff910d-a2be-49d5-8b27-b9378458701c","b574437eb52673a5051511ae0c95a1cdb40447a4992f3bf424806c235602b036"
"","353","kunle-the-alienguy","kunle the alienguy","Kunle is special and easily get noticed even in the midst of crowd.","Male","hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in","dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100","839bff5bfedd2c9d98a8dc32e50036b4bdf138127f962d354fdca46db80866e8"
"","354","segun-the-sharp","segun the sharp","Segun drives with caution and people love him for that.","Male","hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none;","f9159a9c-f48d-4aee-bcc1-63c86209f806","a99223210391c13cf5489cecd1286d153a090e6246597c744576b9381cf2226e"
"","355","ola-the-hardguy","ola the hardguy","Ola may be feared but he is such a coolheaded champ.","Male","hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently;","a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0","c86a88a26db287ef5318c3f271d13fb7f82d7271271c50221dc71ae7802a5db6"
"","356","emeka-the-chief","emeka the chief","Crowd are always at Emeka's house because of his selflessness.","Male","hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man;","195e89c8-0b6f-43ad-9a2c-d20f03439e96","ef55e129b819b5e0e15faf40d8bc114e00d1786c742c232263c890c6600b4823"
"","357","ugochukwu-the-celeb","ugochukwu the celeb","Ugochukwu is an online celebrity with many followers on social media.","Male","hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional;","74775cda-cff4-4d21-8819-693127598eca","6c9d037daff4b4013d47e2f34d87fe80a19511bf9861457d4f824696fe91f68f"
"","358","adekunle-the-yorubademon","adekunle the yoruba demon","A womans' man with no devotion to any of them.","Male","hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful;","5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7","704b2b0158abbccad602007fe473ede56962fed3f7f687593d1a33ffb488af81"
"","359","favour-the-fashionista","favour the fashionista","Combining dresses is not a problem for Favour.","Female","hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy;","19fc15c3-80fe-4d45-a2fe-be8f087d57c4","d80c5a70fd864558f3f1c7070c7cdf9dde11efe3c74caf90cc41c9e4d54c2097"
"","360","jane-the-slayqueen","jane the slayqueen","Jane is always found in the midst of men and loves partying.","Female","hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily;","74775cda-cff4-4d21-8819-693127598eca","2f55e28154211bbb7206f44e9afcabd5647aca74d982afb1adae50606de21651"
"TEAM VBELT","361","osas-the-ceo","osas the ceo","Meet Osas, a Gen-Z CEO with the British accent.","Female","hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessory: gold glasses; expression: none; strength: none; weakness: none;","b10f7e42-4778-49db-820b-dabbad75504a","e7311c3f68d99f73c90374e5fbdfd0907bc95464949dba1a54c353a3876fb6d8"
"","362","nneka-the-rainbow babe","nneka the rainbow babe","Nneka, the happy rainbow babe with the vibes","Female","hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessory: gold glasses; expression: none; strength: none; weakness: none;","e7e20ab8-03e0-4e0a-80aa-6e193f84426e","573868e51f2bfd6f71784de3ff424b04dd2099a0a0f7442cbb76cc730bf44e8a"
"","363","temitope-the-spoilt girl","temitope the spoilt girl","Temitope, our favourite Daddy's girl.","Female","hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;","10cbcbcb-754e-4175-b85d-d0c7eafa16a2","c0b0be8e726647a45dbcb1b5a6b3e7fd3abc355526fa59882a63e519029bb26e"
"","364","bekeh-the-party animal","bekeh the party animal","Baby Bekeh, Life of the party that goes home with your charger.","Female","hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessory: gold glasses; expression: none; strength: none; weakness: none;","f0558235-3043-46e5-b26c-5bde83cc67fb","b927ab6d2ce3adc281ea343a180a349c486b12d0dfeffeb2b6360cfd1d725624"
"","365","nana-the-tech lady","nana the tech lady","Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.","Female","hair: black; eyes: none; teeth: none; clothing: print kente;  accessory: gold glasses; expression: none; strength: none; weakness: none;","e0858913-7050-4c4a-a2a0-442a88463334","b8efebfa3e7a4d2f83c9562f443e8e2f3740eb707ad64ebfd3ea962a68979684"
"","366","rofiat-the-marketer","rofiat the marketer","Rofiat, the distressed marketing intern.","Female","hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none;","1e4d9bda-f6f9-4e7a-9381-bee4b074b56d","845315d6f7798e8c3d3a63fc5615b95d548e9dd74b28c8b125daba8a4e845fa7"
"","367","zarifa-the-righteous","zarifa the righteous","Meet Zarifa, a proper baddie for Christ.","Female","hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none;","c6955d16-c343-46bc-9bed-c069ea8cc65a","2943a071c2e6675b6e6199047dbda065eaf6363cb3fa8ec5aa765345ec20bba4"
"","368","modinat-the-troublesome","modinat the troublesome","Modinat, The queen of Gbas Gbos.","Female","hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessory: brown glasses; expression: none; strength: none; weakness: none;","49eb44e8-1117-463b-b7b3-1bcea4258362","9c3d2f0d42db538d7c9d1fa426dd10854ccabfbf7e43b3cedeebd54ab625600e"
"","369","amaka-our-mummy-g.o","amaka our mummy g.o","Here's Amaka, our one and only mummy G.O who's been to hell and back.","Female","hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none;","853edc40-0f9d-40c5-ba78-46067dfd7f68","1b47cc8b69b42ee860a15846fcb5189c59b88c45d885171dd94cad1b73413118"
"","370","mawusi-the-patient","mawusi the patient","Meet Mawusi, the sweet sister waiting for her Canadian bobo.","Female","hair: black; eyes: blue; teeth: none; clothing: print kente; accessory: beret; expression: none; strength: none; weakness: none;","ca9ddc30-141a-493d-851b-71d34f599641","dba930c3e859f45a12c475aefaf50abda2f66974eaa021f79ea9cffdf9e4a199"
"","371","nesta-the-difficult","nesta the difficult","Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. ( SAN ) .","Female","hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessory: hair bands; expression: none; strength: none; weakness: none;","fc3b7ca7-efdb-45b2-b7c9-e69107484a43","d294f8ebd1586a24c6a162d00638f33c03d85c10899619d4c612f2138e6b8585"
"","372","adaora-the-choir mistress","adaora the choir mistress","Adaora, our able choir mistress that will take your boyfriend for vanishing.","Female","hair: black; eyes: brown; teeth: none; clothing: none; accessory: choker necklace; expression: none; strength: none; weakness: none;","df944505-da1a-424e-88aa-b9d365bd2775","b51ee303e63cc06d88d3b37fba91642f1c84e7023e0b3e71c5b3356bf87b786f"
"","373","busayo-the-husband snatcher","busayo the husband snatcher","Miss Busayo, can transplant your husband with the blink of her eyes.","Female","hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none;","73c8d935-4a71-41d2-a1de-066ae8d548e6","c4324e51ef3064b938278ff7c03fddc0cf97af70e896580176ca29f8b0086270"
"","374","wangari-the-waitress","wangari the waitress","Wangari, the aspiring musician that doubles as a waitress.","Female","hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessory: purple earrings; expression: none; strength: none; weakness: none;","4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c","bed869119af9fab47b4103b56787b874fe215c34cdb55214ca31e9295902b63c"
"","375","charlene-the-shy lady","charlene the shy lady","Meet Charlene, the shy sweetheart next door.","Female","hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none;","36539b84-ada0-43cb-92d4-30596e07a39a","59cad9cc78ec7e433beea0832c43fe2a6e1814ee820f2075000f3d1866236760"
"","376","addae-the-unretired","addae the unretired","Mummy Addae, the hot grandma that has refused to retire.","Female","hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessory: choker necklace; expression: none; strength: none; weakness: none;","ced7b53c-73de-4fc7-a652-2b17ebfe68c9","31579ebd2dcff44bbc7add10639886602946021f60c566b52ace45e88fdd9761"
"","377","abena-the-slay queen","abena the slay queen","Abena, the gang's slay queen","Female","hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none;","1e4728e1-3e45-4972-9755-4a38e784ff91","75e04055943dabc908431fe7a6b8b13ab8fb13a38df0d615d15bdb00082341d0"
"","378","gasira-the-violence mama","gasira the violence mama","Sister Gasira, wipes people Oraimo cord for a living.","Female","hair: brown bun; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: none; expression: none; strength: none; weakness: none;","ea72337f-658f-4198-9ad6-39bc6212c20d","0d72a6444bf4320bba3475fc66a7fce482af0cae2a243c2703f4e1ba9b9b4f41"
"","379","salamatou-the-exchange student","salamatou the exchange student","Salamatou, An Ivorian exchange student who's in love with Amala.","Female","hair: black; eyes: squinted; teeth: none; cothing: none;  accessory: beret; expression: none; strength: none; weakness: none;","0e216fd1-d96a-4e3c-a59b-c807f772c5b3","24c3a4563a72460f0312ea53cbfde52cfba7f07e81290eb02eec584a2a94b2fd"
"","380","nguyen-the-foreigner","nguyen the foreigner","Meet Nguyen, the Asian Aunt that's addicted to Waakaye.","Female","hair: dark brown; eyes: squinted; teeth: none; clothing: print kente; accessories: none; expression: none; strength: none; weakness: none;","0381301b-b5a3-42c1-9f73-2c43c0b8493f","6c92bd2aa343df0d145b5efd0194d5a1cc5bee1caee119b204f7798069f56e8e"
"TEAM AXE","381","olofi-the-creator","olofi the creator","Olofi is the Yoruba creator god and messenger.","Male","hair:none; eyes: sky blue; teeth: none; clothing: none; accessories: facemask; expression: none; strength: creation god; weakness: love","26340cc4-e334-494e-a737-f2b4bb9bb22e","822eac4794a727c4b5e6bb329ef6b4cc0816aace828c4ae6e67160033403db5f"
"","382","amadioha-the thunderer","amadioha the thunderer","Amadioha is the Igbo high god of thunder.","Male","hair: bald; eyes:shut; teeth: none; clothing: none; accessories: facemask; expression: none;strength: thunder bolt; weakness: palmoil","a0586a93-7aff-43cc-8282-d081b8d6fe90","9a3e900cbc967004800f7c7867f41de3b0ca78bcec25bda70dfb183ef394078e"
"","383","sango-the-striker","sango the striker","Sango is the yoruba diety of thunder.","Male","hair:shiny bald; eyes:none; teeth: none; clothing: asooke; accessories: none; expression: cunning; strength: thunder clap; weakness: mice","15e1775c-74fe-4a0b-b79c-49f6b730fa89","a087a6d905afc167764faaf67b05c29e27c770f6e8c9e2f9d42216b89aeea6fb"
"","384","agwu-the healer","agwu the healer","Agwu is the Igbo deity of health and divination.","Male","hair: shiny bald; eyes: aquamarine; teeth: none; clothing: none; accessories: none; expression: childlike; strength: healing; weakness: fire","311a6713-66c9-43ce-82d8-e3ce03a87a81","83f2687d9ffd8a79e3bf24713fad7e940b28b3f6a06cd9b8dfcabacca65becc8"
"","385","tano-the swimmer","tano the swimmer","Tano is the master of the Ghana river Tano.","Male","hair: none; eyes: squinted; teeth: none; clothing: yellow danshiki with patterns; accessories: none; expression: none; strength: none; weakness: none ","9c34a73f-33ee-4577-aba8-0982c1656ba7","9ca66844f33a6b2fde8809da2bd7874664166b0394b8da17b299ca6d506a4847"
"","386","anansi-the-trickster","anansi the trickster","Anansi is a trickster god of stories of the Ghana people.","Male","hair: none; eyes: sleepy; teeth: none; clothing: black danshiki with patterns; accessories: facemask; expression: none; strength: illusions; weakness: mirrors","784f0f6b-4273-4a31-88d7-2455b96c9011","07c807c1ecbfe7902d0b37b7fcf8496f2a73ceb6524a1a9922743ca9364fed27"
"","387","nyame-all-powerful","nyame all powerful","Nyame is the omnipotent god of the Ghana region.","Male","hair:bald; eyes:black; teeth: none; expression: serious; clothing: yellow patterned danshiki with black lining; accessories: facemask; expression: none; strength: heatblast; weakness: cattles","f3af0bbd-0724-4696-89ff-ed67f63e6b4f","4f31fab9571e5e9f071cd6c692924a69c180c02813ae8721688e8e382832bd05"
"","388","obatala-the-boss","obatala the boss","Obatala is the lord of all gods in the Yoruba land.","Male","hair: none; eyes: pitch black; teeth: none; clothing: yellowish blue native; accessories: none; expression: mysterious; strength: oro ase; weakness: none","c447c120-830e-4543-9cb3-5917ba36bce8","27b0f0225ca8df1824dc2f6488c708ab85d05618ada3e46209b122506762332e"
"","389","erinle-the-hunter","erinle the hunter","Erinle is a powerful hunter of the Yoruba land.,","Male","hair: black; eyes: none; teeth: none; clothing: print kente; accessory: gold glasses; beret; expression: none; strength: none; weakness: none","dacbbb38-087d-4248-8085-13b619da0ef9","a3007e0d2acc40b34b9375a1646d488d281c7ae89cddd54784ce2689ed47671f"
"","390","ogun-iron-bender","ogun iron bender","Ogun is the Yoruba God of iron and metal work.","Male","hair: shiny bald; eyes: none; teeth: none; clothing: whitish blue ankara; accessories: none; expression: amused; strength: ironclaw; weakness: wood","94c607b3-791e-40df-bd93-50926f094143","3245c85391190435627994f5367929bf39d0c9eb59403009528976c6218dc8af"
"","391","abosom-the-wise","abosom the wise","Abosom is the goddess of wisdom and knowledge of the Ghana people.","Female","hair: fuzzy brown; eyes: none; teeth: none; clothing: patterned danshiki;  accessories: glasses and pipe; expression: baddie; strength: all knowing; weakness: ignorance","b3427836-627b-41e4-a2d0-c29473448343","8d051e376926a2faa225b8b8527180bc2693a7f645f4f28b7cedb300f945481b"
"","392","oya-the-violent","oya the violent","Oya is the goddess of violent storms and winds of the Yoruba people.","Female","hair: purple braids; eyes: none; teeth: none; clothing: darkish blue buba; accessories: glasses; expression: bitchy; strength: seduction; weakness: dirt","22aaebe4-4659-44de-ab3d-c4dae11fe9f5","3c8bcfaea7ed0ccea81578d61edb4b5744651ec85eee64c723820472bd5d3d50"
"","393","agbala-the-stylish","agbala the stylish","Agbala is the stylish goddess of the future for the Igbo region.","Female","hair: black knob; eyes: none; teeth: none; clothing: patterned kente; accessories: berret and glasses and gum; expression: unbothered; stength: foresight; weakness: wine","ca720bf9-5e47-4421-b38f-bc62162ae99e","ffe6d820f88380de9d68ef18170cab58e79a2e17ed1dd4993976e2a4579bf929"
"","394","njoku-ji-the-farmer","njoku ji the farmer","Njoku-ji is the goddess of new yam of the Igbo people.","Female","hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none","3b795bad-91b4-4d0e-8ed8-bccbb226fc55","88f4ed4491479c0ee534d06314766eec55bb703dc40ed74a2a3bbd0fde77c5ac"
"","395","akonadi-the-just","akonadi the just","Akonadi is the goddess of justice and prophesies of the Ghana people.","Female","hair: brown wavy; eyes: none; teeth: vampiric; clothing: yellow patterned kento; accessories: glasses; strength: scale of justice; weakness: anansi","2aebd094-3be5-4773-a7a0-361f6332a7d4","968a6389c51d866cf962350e96a6683be7ac8f015ead0a98d9db27606d118a00"
"","396","onyame-the-beautiful","onyame the beautiful","Onyame is the goddess of the moon of the ghana region.","Female","hair: wavy brown curls; eyes: aquamarine; teeth: none; clothing: drum patterned danshiki; accessories: earrings; expression: none; strength: moonbeam; weakness: erinle","fb148f97-d309-45a4-b902-4e066ca13f96","2fc0d2e3b4eec580dc4ca6bf3f9fb5118cd5d562446d5c3f8013f393a398ee30"
"","397","ibeji-the-balancer","ibeji the balancer","Ibeji is the goddess of balance and twin of the Yoruba people.","Female","hair: purple bun; eyes: midnight black; teeth: vampiric; clothing: purpulish black buba; accessories: berret; expression: scary; strength: hammer of justice; weakness: oya","7b210c03-5446-462d-980e-c73dbbc1e386","87cd2f4995dbe12fa5d631c851deaac7b328323c791fe90607011063cda5dbce"
"","398","asase-ya-the-loving","asase ya the loving","Asase-ya is the goddess of fertility and love of the Ghanaian people.","Female","hair: brown curly bun; eyes: deep brown; teeth: none; clothing: multicoloured kento; accessories: pipe; expression: amused; strength: lovefist; weakness: easily deceived","80b51092-3fbc-4d0c-8518-fc461ccb6c80","1e8b174b1a2b5283ca9510caf1a44d10be7549c393a801e70287bc9ace53201d"
"","399","yemoja-the-cool","yemoja the cool","Yemoja is the stylish yoruba goddess of the rivers.","Female","hair: orange pigtail; eyes: dark brown; teeth: none; clothing: black patterned kento; accessories: hair clip; expression: dismayed; strength: none; weakness: none","1693b44d-96cf-4c2d-89be-9f4219c28447","ad4e965944eb83f55db61841b4e0e285798b95cc485094230c8a7094f88e8fe5"
